"Subject","Trial #","Motion Description","framerate","Frames 60fps","Status","Worked on by"
86,8,"walking, squats, stretching, kicking, and punching",120,,,
86,9,"walking, sitting, looking, stand up",120,,,
86,10,"walk around, sit, stand up, and running",120,,,
86,11,"walking, stretching, walking and turning",120,,,
86,12,"walking, dragging, sweeping, dustpan, wipe window, and wipe mirror",120,,,
86,13,"walking around, walk up ladder, step down ladder",120,,,
86,14,"bouncing basketball, shooting basketball, dribble basketball, two handed dribble",120,,,
86,15,"walking, sitting, hand motions",120,,,
87,1,"Jump with kick and spin",60,,,
87,2,"T-Pose",60,,,
87,3,"Backflip",60,,,
87,4,"backflip",60,,,
87,5,"cartwheels",60,,,
88,1,"backflip",60,,,
88,2,"backflips, jump onto platform, handstands, vertical pushups",60,,,
88,3,"motorcycle pose",60,,,
88,4,"stretches, cartwheels, flips, spin kicks, spins, and fall",60,,,
88,5,"cartwheel into backflip",60,,,
88,6,"jump and spin kick",60,,,
88,7,"cartwheel",60,,,
88,8,"crouch and flip backward on hands",60,,,
88,9,"stretch and cartwheel",60,,,
88,10,"stretch and spin",60,,,
88,11,"stretches and jumps",60,,,
89,1,"balance object on forehead",60,,,
89,2,"motorcycle pose",60,,,
89,3,"flip and stand on one hand",60,,,
89,4,"spins, flips, stand on one hand",60,,,
89,5,"spin upside down, handstand, flips",60,,,
89,6,"balance beam",60,,,
90,1,"bkwd summersult",120,,,
90,2,"cartwheel",120,,,
90,3,"cartwheel",120,,,
90,4,"cartwheel",120,,,
90,5,"jump kick",120,,,
90,6,"jump kick",120,,,
90,7,"jump kick",120,,,
90,8,"side flip",120,,,
90,9,"Flip forward onto hands and back again",120,,,
90,10,,120,,,
90,11,"hand spring",120,,,
90,12,"bck flp twst fall",120,,,
90,13,"bck flp twst fall",120,,,
90,14,"front hand flip",120,,,
90,15,"front hand flip",120,,,
90,16,"fall on face",120,,,
90,17,"BannanaPeelSlip",120,,,
90,18,"RugPullFall",120,,,
90,19,"monkey backflip",120,,,
90,20,"monkey sequence",120,,,
90,21,"monkey sequence",120,,,
90,22,"straight walk",120,,,
90,23,"straight walk",120,,,
90,24,"ball mount",120,,,
90,25,"fwd ball walk",120,,,
90,26,"fwd ball walk",120,,,
90,27,"bwk ball walk",120,,,
90,28,"breakdance",120,,,
90,29,"sequesnce",120,,,
90,30,"russian dance",120,,,
90,31,"russian dance",120,,,
90,32,"moonwalk",120,,,
90,33,"arm up wide leg roll",120,,,
90,34,"wide leg roll",120,,,
90,35,"wide leg roll",120,,,
90,36,"wide leg roll",120,,,
91,1,"Walk digital figure eight",120,,,
91,2,"WalkStraight",120,,,
91,3,"Walk figure eight",120,,,
91,4,"Walking",120,,,
91,5,"Mummy Walk",120,,,
91,6,"Motorcycle Pose",120,,,
91,7,"mummy8",120,,,
91,8,"mummyDigital8",120,,,
91,9,"DrunkWalk",120,,,
91,10,"SlowWalk",120,,,
91,11,"LavishWalk",120,,,
91,12,"TooCoolWalk",120,,,
91,13,"SadWalk",120,,,
91,14,"DepressedWalk",120,,,
91,15,"ClumsyWalk",120,,,
91,16,"Limp",120,,,
91,17,"QuickWalk",120,,,
91,18,"CarefulWalk LookingAround",120,,,
91,19,"March",120,,,
91,20,"ShyWalk",120,,,
91,21,"acheyWalk",120,,,
91,22,"CasualQuickWalk",120,,,
91,23,"CoolWalk",120,,,
91,24,"HurtLegWalk",120,,,
91,25,"DragBadLegWalk",120,,,
91,26,"HurtStomachWalk",120,,,
91,27,"SlowWalk",120,,,
91,28,"GhettoWalk",120,,,
91,29,"NormalWalk",120,,,
91,30,"SexyWalk",120,,,
91,31,"NormalWalk",120,,,
91,32,"ScaredWalk",120,,,
91,33,"MachoWalk",120,,,
91,34,"NormalWalk",120,,,
91,35,"TrafficWalk",120,,,
91,36,"WalkStraight",120,,,
91,37,"Forward",120,,,
91,38,"SmallForward",120,,,
91,39,"JumpForward",120,,,
91,40,"JumpForward",120,,,
91,41,"JumpForward",120,,,
91,42,"JumpForward",120,,,
91,43,"JumpSmallForward",120,,,
91,44,"JumpSmallForward",120,,,
91,45,"JumpForward",120,,,
91,46,"Jump Turn",120,,,
91,47,"Jump Turn",120,,,
91,48,"JumpTurn",120,,,
91,49,"Jump Turn",120,,,
91,50,"JumpTurn",120,,,
91,51,"FurtherJumpTurn",120,,,
91,52,"SmallJumpTurn",120,,,
91,53,"180 degree jump",120,,,
91,54,180,120,,,
91,55,180,120,,,
91,56,90,120,,,
91,57,"WalkForward",120,,,
91,58,270,120,,,
91,59,"360 smallStumble",120,,,
91,60,360,120,,,
91,61,360,120,,,
91,62,"walkFigure8",120,,,
93,1,"Motorcycle Pose",120,,,
93,2,"rangeOfMotion",120,,,
93,3,"charleston_01",120,,,
93,4,"charleston_side_by_side_female",120,,,
93,5,"charleston_side_by_side_male",120,,,
93,6,"lindyHop2",120,,,
93,7,"Casual Walk",120,,,
93,8,"xtra fancY charleston",120,,,
94,1,,120,,,
94,2,,120,,,
94,3,,120,,,
94,4,,120,,,
94,5,,120,,,
94,6,,120,,,
94,7,,120,,,
94,8,,120,,,
94,9,,120,,,
94,10,,120,,,
94,11,,120,,,
94,12,,120,,,
94,13,,120,,,
94,14,,120,,,
94,15,,120,,,
94,16,,120,,,
102,1,"RightWideTurn",120,,,
102,2,"LeftWideTurn",120,,,
102,3,"SuperTightLeft",120,,,
102,4,"SuperTightRight",120,,,
102,5,"RunningStraight",120,,,
102,6,"RunningWideRight",120,,,
102,7,"RunningWideLeft",120,,,
102,8,"RunningTighterRight",120,,,
102,9,"calibration",120,,,
102,10,"RunningNoBall",120,,,
102,11,"OffensiveMoveSpinLeft",120,,,
102,12,"OffensiveMoveSpinLeft",120,,,
102,13,"OffensiveMoveGoRight",120,,,
102,14,"OffensiveMoveGoLeft",120,,,
102,15,"OffensiveMoveSpinRight",120,,,
102,16,"WalkEvasiveLeft",120,,,
102,17,"WalkEvasiveRight",120,,,
102,18,"FeintLeftMoveRight",120,,,
102,19,"FeintRightMoveLeft",120,,,
102,20,"FakeShotBreakRight",120,,,
102,21,"FakeShotBreakLeft",120,,,
102,22,"DefensiveStraightNoStop",120,,,
102,23,"DefensiveStraightWithStop",120,,,
102,24,"DefensiveRightStopToStop",120,,,
102,25,"DefensiveLeftStopToStop",120,,,
102,26,"DefensiveMoveZigZag",120,,,
102,27,"DefensiveMoveSideToSide",120,,,
102,28,"DefensiveMoveSideToSide",120,,,
102,29,"Pivoting",120,,,
102,30,"SraightDriveFromStop",120,,,
102,31,"RightDrive (left then right)",120,,,
102,32,"LeftDrive (right then left)",120,,,
102,33,"RightTightTurn",120,,,
103,1,,120,,,
103,2,"rangeOfMotion_01",120,,,
103,3,"charleston_01",120,,,
103,4,"charleston_side_by_side_female",120,,,
103,5,"charleston_side_by_side_male",120,,,
103,6,"lindyHop2",120,,,
103,7,"Casual Walk",120,,,
103,8,"xtra fancY charleston",120,,,
104,1,"JogThrough",120,,,
104,2,"neutral Male walk, exact footfalls",120,,,
104,3,"Frankenstein male walk, exact footfalls",120,,,
104,4,"JogThrough",120,,,
104,5,,120,,,
104,6,"StartJog",120,,,
104,7,,120,,,
104,8,"StartJog",120,,,
104,9,"JogStop",120,,,
104,10,"JogStop",120,,,
104,11,"HappyGoLuckWalk",120,,,
104,12,"ExcitedWalk",120,,,
104,13,"StumbleWalk",120,,,
104,14,"HappyStartWalk",120,,,
104,15,,120,,,
104,16,"SpasticWalk",120,,,
104,17,"SpasticStop",120,,,
104,18,"SpasticStop",120,,,
104,19,"CasualWalk",120,,,
104,20,,120,,,
104,21,,120,,,
104,22,"RegularWalk8",120,,,
104,23,,120,,,
104,24,,120,,,
104,25,,120,,,
104,26,,120,,,
104,27,"RegularWalkRightAngleTurns",120,,,
104,28,"SternWalk",120,,,
104,29,"SternWalk",120,,,
104,30,"SternWalk8",120,,,
104,31,,120,,,
104,32,"SternWalkRightAngleTurns",120,,,
104,33,,120,,,
104,34,,120,,,
104,35,"SlowWalk",120,,,
104,36,"SlowWalk8",120,,,
104,37,"RunThrough",120,,,
104,38,,120,,,
104,39,"SlowWalkRightAngleTurns",120,,,
104,40,,120,,,
104,41,"ZombieWalk",120,,,
104,42,"ZombieWalk8",120,,,
104,43,"ZombieWalkRightAngleTurns",120,,,
104,44,"AttitudeWalk",120,,,
104,45,"AttitudeWalk8",120,,,
104,46,"AttitudeWalkRightAngleTurns",120,,,
104,47,,120,,,
104,48,"RunThrough",120,,,
104,49,,120,,,
104,50,,120,,,
104,51,,120,,,
104,52,,120,,,
104,53,"StartRun",120,,,
104,54,"StartRun",120,,,
104,55,"StartRun",120,,,
104,56,"RunStop",120,,,
104,57,"RunStop",120,,,
105,1,"WalkDigital8",120,,,
105,2,"WalkStraight",120,,,
105,3,"Walk8",120,,,
105,4,"Digital8",120,,,
105,5,"mummyWalk",120,,,
105,6,"MotorCyclePose",120,,,
105,7,"mummy8",120,,,
105,8,"mummyDigital8",120,,,
105,9,"DrunkWalk",120,,,
105,10,"SlowWalk",120,,,
105,11,"LavishWalk",120,,,
105,12,"TooCoolWalk",120,,,
105,13,"SadWalk",120,,,
105,14,"DepressedWalk",120,,,
105,15,"ClumsyWalk",120,,,
105,16,"Limp",120,,,
105,17,"QuickWalk",120,,,
105,18,"CarefulWalk LookingAround",120,,,
105,19,"March",120,,,
105,20,"ShyWalk",120,,,
105,21,"acheyWalk",120,,,
105,22,"CasualQuickWalk",120,,,
105,23,"CoolWalk",120,,,
105,24,"HurtLegWalk",120,,,
105,25,"DragBadLegWalk",120,,,
105,26,"HurtStomachWalk",120,,,
105,27,"SlowWalk",120,,,
105,28,"GhettoWalk",120,,,
105,29,"NormalWalk",120,,,
105,30,"SexyWalk",120,,,
105,31,"NormalWalk",120,,,
105,32,"ScaredWalk",120,,,
105,33,"MachoWalk",120,,,
105,34,"NormalWalk",120,,,
105,35,"TrafficWalk",120,,,
105,36,"WalkStraight",120,,,
105,37,"Forward",120,,,
105,38,"SmallForward",120,,,
105,39,"JumpForward",120,,,
105,40,"JumpForward",120,,,
105,41,"JumpForward",120,,,
105,42,"JumpForward",120,,,
105,43,"JumpSmallForward",120,,,
105,44,"JumpSmallForward",120,,,
105,45,"JumpForward",120,,,
105,46,"Jump Turn",120,,,
105,47,"Jump Turn",120,,,
105,48,"JumpTurn",120,,,
105,49,"Jump Turn",120,,,
105,50,"JumpTurn",120,,,
105,51,"FurtherJumpTurn",120,,,
105,52,"SmallJumpTurn",120,,,
105,53,180,120,,,
105,54,180,120,,,
105,55,180,120,,,
105,56,90,120,,,
105,57,"WalkForward",120,,,
105,58,270,120,,,
105,59,"360 smallStumble",120,,,
105,60,360,120,,,
105,61,360,120,,,
105,62,"walkFigure8",120,,,
106,1,"clean",120,,,
106,2,"clean",120,,,
106,3,"clean",120,,,
106,4,"clean",120,,,
106,5,"clean",120,,,
106,6,"clean",120,,,
106,7,"clean",120,,,
106,8,"clean",120,,,
106,9,"clean",120,,,
106,10,"clean",120,,,
106,11,"clean",120,,,
106,12,"clean",120,,,
106,13,"clean",120,,,
106,14,"clean",120,,,
106,15,,120,,,
106,16,"clean",120,,,
106,17,"clean",120,,,
106,18,"clean",120,,,
106,19,"clean",120,,,
106,20,"clean",120,,,
106,21,"bad AMC",120,,,
106,22,"clean",120,,,
106,23,"clean",120,,,
106,24,"clean",120,,,
106,25,"clean",120,,,
106,26,"clean",120,,,
106,27,"clean",120,,,
106,28,"clean",120,,,
106,29,"clean",120,,,
106,30,"clean",120,,,
106,31,"clean",120,,,
106,32,"clean",120,,,
106,33,"clean",120,,,
106,34,"clean",120,,,
107,1,,120,,,
107,2,,120,,,
107,3,,120,,,
107,4,,120,,,
107,5,,120,,,
107,6,,120,,,
107,7,,120,,,
107,8,,120,,,
107,9,,120,,,
107,10,,120,,,
107,11,,120,,,
107,12,,120,,,
107,13,,120,,,
107,14,,120,,,
108,1,,120,,,
108,2,,120,,,
108,3,,120,,,
108,4,,120,,,
108,5,,120,,,
108,6,,120,,,
108,7,,120,,,
108,8,,120,,,
108,9,,120,,,
108,10,,120,,,
108,11,,120,,,
108,12,,120,,,
108,13,,120,,,
108,14,,120,,,
108,15,,120,,,
108,16,,120,,,
108,17,,120,,,
108,18,,120,,,
108,19,,120,,,
108,20,,120,,,
108,21,,120,,,
108,22,,120,,,
108,23,,120,,,
108,24,,120,,,
108,25,,120,,,
108,26,,120,,,
108,27,,120,,,
108,28,,120,,,
111,1,"Walk backwards",120,,,
111,2,"Bow",120,,,
111,3,"Crawling",120,,,
111,4,"Curtsey",120,,,
111,5,"Dance",120,,,
111,6,"Get up from floor",120,,,
111,7,"Get up from floor",120,,,
111,8,"Get up from floor",120,,,
111,9,"Get up from chair",120,,,
111,10,"get up from chair",120,,,
111,11,"get up from chair",120,,,
111,12,"Lay down",120,,,
111,13,"March",120,,,
111,14,"Mope",120,,,
111,15,"Motorcycle",120,,,
111,16,"Peekaboo",120,,,
111,17,"Pick up",120,,,
111,18,"Pick up",120,,,
111,19,"Punch Kick",120,,,
111,20,"Ring around the rosie",120,,,
111,21,"Roll over",120,,,
111,22,"Range of motion",120,,,
111,23,"Run",120,,,
111,24,"Run",120,,,
111,25,"Shrug",120,,,
111,26,"Walk sideways",120,,,
111,27,"Walking up stairs",120,,,
111,28,"Standing still",120,,,
111,29,"Stepping over",120,,,
111,30,"Stepping over",120,,,
111,31,"Stepping up / stepping down",120,,,
111,32,"Stretch and yawn",120,,,
111,33,"Throwing",120,,,
111,34,"Walk",120,,,
111,35,"Walk",120,,,
111,36,"Walk and carry",120,,,
111,37,"Wave",120,,,
111,38,"Yoga",120,,,
111,39,"Yoga",120,,,
111,40,"Yoga",120,,,
111,41,"Yoga",120,,,
113,1,"Walk backwards",120,,,
113,2,"Bow",120,,,
113,3,"Curtsey",120,,,
113,4,"Dance",120,,,
113,5,"Walk digital 8",120,,,
113,6,"Walk figure 8",120,,,
113,7,"Run",120,,,
113,8,"Lay down and get up",120,,,
113,9,"March",120,,,
113,10,"Walk, mope around",120,,,
113,11,"Motorcycle",120,,,
113,12,"Peekaboo",120,,,
113,13,"Punch and kick",120,,,
113,14,"Ring around the rosie",120,,,
113,15,"Sit in chair and get up",120,,,
113,16,"Shrug",120,,,
113,17,"Walk sideway",120,,,
113,18,"Walk sideways",120,,,
113,19,"Walking up and down stairs",120,,,
113,20,"Walk up and down stairs",120,,,
113,21,"Standing Still",120,,,
113,22,"Step over",120,,,
113,23,"Stretch and yawn",120,,,
113,24,"Throw",120,,,
113,25,"Walk",120,,,
113,26,"Walk and carry",120,,,
113,27,"Wave",120,,,
113,28,"Yoga",120,,,
113,29,"Yoga",120,,,
114,1,"Motorcycle",120,,,
114,2,"Getting up from laying down",120,,,
114,3,"Range of motion",120,,,
114,4,"Getting up from chair",120,,,
114,5,"Sitting in chair",120,,,
114,6,"Getting up from chair",120,,,
114,7,"Walking up and down stairs",120,,,
114,8,"Walking up and down stairs",120,,,
114,9,"Walking up and down stairs",120,,,
114,10,"Stretching",120,,,
114,11,"Laying down and getting up",120,,,
114,12,"Stretching",120,,,
114,13,"Walk",120,,,
114,14,"Walk",120,,,
114,15,"Walk",120,,,
114,16,"Sit down and stretch",120,,,
115,1,"Pick up box, bend from waist",120,,,
115,2,"Pick box up, bend from waist",120,,,
115,3,"Pick box up, bend from waist",120,,,
115,4,"Pick box up, bend from waist",120,,,
115,5,"Pick box up, bend from waist",120,,,
115,6,"Picking box up, bending knees",120,,,
115,7,"Picking box up, bending knees",120,,,
115,8,"Picking box up, bending knees",120,,,
115,9,"Picking box up, bending knees",120,,,
115,10,"Pick box up, bend from waist",120,,,
118,1,"Jump",120,,,
118,2,"Jump",120,,,
118,3,"Jump",120,,,
118,4,"Jump",120,,,
118,5,"Jump",120,,,
118,6,"Jump",120,,,
118,7,"Jump",120,,,
118,8,"Jump",120,,,
118,9,"Jump",120,,,
118,10,"Jump",120,,,
118,11,"Jump",120,,,
118,12,"Jump",120,,,
118,13,"Jump",120,,,
118,14,"Jump",120,,,
118,15,"Jump",120,,,
118,16,"Jump",120,,,
118,17,"Jump",120,,,
118,18,"Jump",120,,,
118,19,"Jump",120,,,
118,20,"Jump",120,,,
118,21,"Jump",120,,,
118,22,"Jump",120,,,
118,23,"Jump",120,,,
118,24,"Jump",120,,,
118,25,"Jump",120,,,
118,26,"Jump",120,,,
118,27,"Jump",120,,,
118,28,"Jump",120,,,
118,29,"Jump",120,,,
118,30,"Jump",120,,,
118,31,"Motorcycle",120,,,
118,32,"Range of motion",120,,,
120,1,"Alien Turn",120,,,
120,2,"Gorilla",120,,,
120,3,"Mickey cast spell",120,,,
120,4,"Mickey Conducting",120,,,
120,5,"Mickey Dance",120,,,
120,6,"Mickey Dance",120,,,
120,7,"Mickey Dance",120,,,
120,8,"Mickey sneaky walk",120,,,
120,9,"Mickey sneaking walk",120,,,
120,10,"Mickey sneaking walk",120,,,
120,11,"Mickey sneaking walk",120,,,
120,12,"Mickey sneaking walk",120,,,
120,13,"Mickey sneaking walk",120,,,
120,14,"Mickey sneaking walk",120,,,
120,15,"Mickey Surprised",120,,,
120,16,"Mickey Surprised",120,,,
120,17,"Mickey Walk",120,,,
120,18,"Mickey Walk",120,,,
120,19,"Walk slow",120,,,
120,20,"Walk",120,,,
120,21,"Robot",120,,,
120,22,"Zombie",120,,,
122,1,"clean",120,,,
122,2,"clean",120,,,
122,3,"clean",120,,,
122,4,"clean",120,,,
122,5,"clean",120,,,
122,6,"clean",120,,,
122,7,"clean",120,,,
122,8,"clean",120,,,
122,9,"clean",120,,,
122,10,"clean",120,,,
122,11,,120,,,
122,12,"clean",120,,,
122,13,"clean",120,,,
122,14,"clean",120,,,
122,15,"clean",120,,,
122,16,"clean",120,,,
122,17,"clean",120,,,
122,18,"clean",120,,,
122,19,"clean",120,,,
122,20,"clean",120,,,
122,21,"clean",120,,,
122,22,"clean",120,,,
122,23,"clean",120,,,
122,24,"clean",120,,,
122,25,"clean",120,,,
122,26,"clean",120,,,
122,27,"clean",120,,,
122,28,"clean",120,,,
122,29,"clean",120,,,
122,30,"clean",120,,,
122,31,"clean",120,,,
122,32,"clean",120,,,
122,33,"clean",120,,,
122,34,"clean",120,,,
122,35,"clean",120,,,
122,36,"clean",120,,,
122,37,"clean",120,,,
122,38,"clean",120,,,
122,39,"clean",120,,,
122,40,"clean",120,,,
122,41,"clean",120,,,
122,42,"clean",120,,,
122,43,"clean",120,,,
122,44,"clean",120,,,
122,45,"clean",120,,,
122,46,"clean",120,,,
122,47,"clean",120,,,
122,48,"clean",120,,,
122,49,"clean",120,,,
122,50,"clean",120,,,
122,51,"clean",120,,,
122,52,"clean",120,,,
122,53,"clean",120,,,
122,54,"clean",120,,,
122,55,"clean",120,,,
122,56,"clean",120,,,
122,57,"clean",120,,,
122,58,"cleaned",120,,,
122,59,"clean",120,,,
122,60,"clean",120,,,
122,61,"clean",120,,,
122,62,"clean",120,,,
122,63,"clean",120,,,
122,64,"clean",120,,,
122,65,"clean",120,,,
122,66,"clean",120,,,
122,67,"clean",120,,,
122,68,"clean",120,,,
123,1,"15.5 lbs",120,,,
123,2,"15.5 lbs",120,,,
123,3,"19.5lb",120,,,
123,4,"19.5 lbs",120,,,
123,5,"19.5 lbs",120,,,
123,6,"19.5 lbs",120,,,
123,7,"12.5lb",120,,,
123,8,"12.5 lbs",120,,,
123,9,"12.5 lbs",120,,,
123,10,"12.5lb",120,,,
123,11,"15.5 lbs",120,,,
123,12,"15.5 lbs",120,,,
123,13,"15.5 lbs",120,,,
124,1,"Baseball Pitch",120,,,
124,2,"Baseball Pitch",120,,,
124,3,"Basketball Shoot",120,,,
124,4,"Basketball Free Throw",120,,,
124,5,"Basketball Jump Shot",120,,,
124,6,"Basketball Lay Up",120,,,
124,7,"Baseball Swing",120,,,
124,8,"Baseball Bunt",120,,,
124,9,"Frisbee",120,,,
124,10,"Motorcycle",120,,,
124,11,"2 Foot Jump",120,,,
124,12,"Underhand Toss",120,,,
124,13,"Underhand Fast Pitch",120,,,
125,1,"Breast Stroke",120,,,
125,2,"Breast Stroke",120,,,
125,3,"Break Stroke",120,,,
125,4,"Breast Stroke",120,,,
125,5,"Butterfly",120,,,
125,6,"Free Style",120,,,
125,7,"Motorcycle",120,,,
126,1,"Back Stroke",120,,,
126,2,"Back Stroke",120,,,
126,3,"Breast Stroke",120,,,
126,4,"Breast Stroke",120,,,
126,5,"Breast Stroke",120,,,
126,6,"Fly Stroke",120,,,
126,7,"Fly Stroke",120,,,
126,8,"Fly Stroke",120,,,
126,9,"Fly Stroke",120,,,
126,10,"Free Style",120,,,
126,11,"Free Style",120,,,
126,12,"Free Style",120,,,
126,13,"Motorcycle",120,,,
126,14,"Range of Motion",120,,,
127,1,"Motorcycle",120,,,
127,2,"Range of Motion",120,,,
127,3,"Run",120,,,
127,4,"Walk to Run",120,,,
127,5,"Run to Quick Stop",120,,,
127,6,"Run",120,,,
127,7,"Run",120,,,
127,8,"Run",120,,,
127,9,"Run Right",120,,,
127,10,"Run Right",120,,,
127,11,"Run Left",120,,,
127,12,"Run Left",120,,,
127,13,"Run Side Step Left",120,,,
127,14,"Run Side Step Right",120,,,
127,15,"Run Turn Left",120,,,
127,16,"Run Turn Right",120,,,
127,17,"Run Stop Run",120,,,
127,18,"Run Stop Run",120,,,
127,19,"Run Quick Stop Run",120,,,
127,20,"Run Quick Stop Run",120,,,
127,21,"Run Jump Stop Run",120,,,
127,22,"Run Jump Stop Run",120,,,
127,23,"Run Dive Over Roll Run",120,,,
127,24,"Run Dive Over Roll Run",120,,,
127,25,"Run Jump Over",120,,,
127,26,"Run Jump Over",120,,,
127,27,"Run Jump Over",120,,,
127,28,"Run Jump Over",120,,,
127,29,"Run Duck Underneath",120,,,
127,30,"Run Duck Underneath",120,,,
127,31,"Run Duck Underneath",120,,,
127,32,"Run Duck Underneath",120,,,
127,33,"Run Over",120,,,
127,34,"Run Over",120,,,
127,35,"Run Over",120,,,
127,36,"Run Over",120,,,
127,37,"Run Duck Underneath",120,,,
127,38,"Run Duck Underneath",120,,,
128,1,"Motorcycle",120,,,
128,2,"Run Left",120,,,
128,3,"Run Right",120,,,
128,4,"Run Duck Underneath",120,,,
128,5,"Run Stop Run",120,,,
128,6,"Run Stop Run",120,,,
128,7,"Run Stop Run",120,,,
128,8,"Run Stop Run",120,,,
128,9,"Run Roll Underneath",120,,,
128,10,"Run Dive Over Roll Run",120,,,
128,11,"Run Dive Over Roll Run",120,,,
131,1,"Start Walk Stop",120,,,
131,2,"Start Walk Stop",120,,,
131,3,"Start Hop Stop",120,,,
131,4,"Start Hop Stop",120,,,
131,5,"Start Duck Underneath Stop",120,,,
131,6,"Start Duck Underneath Stop",120,,,
131,7,"Jump Stop",120,,,
131,8,"Jump Stop",120,,,
131,9,"Start Walk Left",120,,,
131,10,"Start Walk Left",120,,,
131,11,"Start Walk Left",120,,,
131,12,"Start Walk Right",120,,,
131,13,"Start Walk Right",120,,,
131,14,"Start Walk Right",120,,,
132,1,"Walk With Arms Out, balancing",120,,,
132,2,"Walk With Arms Out, balancing",120,,,
132,3,"Walk With Arms Out, balancing",120,,,
132,4,"Walk With Arms Out, balancing",120,,,
132,5,"Walk With Arms Out, balancing",120,,,
132,6,"Walk With Arms Out, balancing",120,,,
132,7,"Walk With Arms Out, balancing",120,,,
132,8,"Walk With Arms Out, balancing",120,,,
132,9,"Walk With Arms Out, balancing",120,,,
132,10,"Walk With Arms Out, balancing",120,,,
132,11,"Walk With Arms Out, balancing",120,,,
132,12,"Walk With Arms Out, balancing",120,,,
132,13,"Walk Backwards",120,,,
132,14,"Walk Duck Footed",120,,,
132,15,"Walk With Knees Bent",120,,,
132,16,"Walk Crossover",120,,,
132,17,"Walk Fast",120,,,
132,18,"Walk Fast",120,,,
132,19,"Walk Fast",120,,,
132,20,"Walk Fast",120,,,
132,21,"Walk Fast",120,,,
132,22,"Walk Fast",120,,,
132,23,"Hop on left foot",120,,,
132,24,"Hop on left foot",120,,,
132,25,"Hop on left foot",120,,,
132,26,"Hop on left foot",120,,,
132,27,"Hop on left foot",120,,,
132,28,"Hop on left foot",120,,,
132,29,"Bouncy Walk",120,,,
132,30,"Bouncy Walk",120,,,
132,31,"Bouncy Walk",120,,,
132,32,"Bouncy Walk",120,,,
132,33,"Bouncy Walk",120,,,
132,34,"Bouncy Walk",120,,,
132,35,"Walk Leaning To The Right",120,,,
132,36,"Walk Leaning To The Right",120,,,
132,37,"Marching",120,,,
132,38,"Motorcycle",120,,,
132,39,"Pigeon Toed Walking",120,,,
132,40,"Walk With Stiff Arms",120,,,
132,41,"Walk With Stiff Arms",120,,,
132,42,"Walk Swinging Shoulders",120,,,
132,43,"Walk Swinging Shoulders",120,,,
132,44,"Walk Swinging Shoulders",120,,,
132,45,"Walk Slow",120,,,
132,46,"Walk Slow",120,,,
132,47,"Walk Slow",120,,,
132,48,"Walk Slow",120,,,
132,49,"Walk Slow",120,,,
132,50,"Walk Slow",120,,,
132,51,"Tpose",120,,,
132,52,"Range of Motion",120,,,
132,53,"Walk With Legs Apart",120,,,
132,54,"Walk With Wild Arms",120,,,
132,55,"Walk With Wild Legs",120,,,
132,56,"Walk With Wild Legs",120,,,
133,1,"Walk Crawl",120,,,
133,2,"Walk Crawl",120,,,
133,3,"Walk Jump",120,,,
133,4,"Walk Jump",120,,,
133,5,"Walk Jump",120,,,
133,6,"Walk Jump",120,,,
133,7,"Walk Jump",120,,,
133,8,"Stretch Walk",120,,,
133,9,"Stretch Walk",120,,,
133,10,"Stretch Walk",120,,,
133,11,"Walk Stop Walk",120,,,
133,12,"Walk Stop Walk",120,,,
133,13,"Walk Stop Walk",120,,,
133,14,"Walk Left",120,,,
133,15,"Walk Left",120,,,
133,16,"Walk Left",120,,,
133,17,"Walk Right",120,,,
133,18,"Walk Right",120,,,
133,19,"Walk Right",120,,,
133,20,"Walk Right",120,,,
133,21,"Walk",120,,,
133,22,"Walk",120,,,
133,23,"Walk",120,,,
133,24,"Walk ZigZag",120,,,
133,25,"Motorcycle",120,,,
133,26,"Range of Motion",120,,,
134,1,"Duck Under",120,,,
134,2,"Go Forward",120,,,
134,3,"Lean Turn Right",120,,,
134,4,"Motorcycle",120,,,
134,5,"Pump Jump",120,,,
134,6,"Push Turn Left",120,,,
134,7,"Push Turn Left",120,,,
134,8,"Push Turn Right",120,,,
134,9,"Push Turn Right",120,,,
134,10,"Start",120,,,
134,11,"Start",120,,,
134,12,"Stop and Go",120,,,
134,13,"Stop and Go",120,,,
134,14,"Stop ang Go",120,,,
134,15,"Lean Turn Left",120,,,
135,1,"Bassai",120,,,
135,2,"Empi",120,,,
135,3,"Empi",120,,,
135,4,"Front Kick",120,,,
135,5,"Gedanbarai",120,,,
135,6,"Heiansyodan",120,,,
135,7,"Mawashigeri",120,,,
135,8,"Motorcycle",120,,,
135,9,"Oiduki",120,,,
135,10,"Syutouuke",120,,,
135,11,"Yokogeri",120,,,
136,1,"Walk Bent Forward",120,,,
136,2,"Walk Bent Forward",120,,,
136,3,"Walk Backwards Bent Forward",120,,,
136,4,"Walk Backwards Bent Forward",120,,,
136,5,"Walk on Toes Bent Forward",120,,,
136,6,"Walk on Toes Bent Forward",120,,,
136,7,"Walk Backward on Toes Bent Forward",120,,,
136,8,"Walk Backward on Toes Bent Forward",120,,,
136,9,"Walk Crouched",120,,,
136,10,"Walk Crouched",120,,,
136,11,"Walk Backwards Crouched",120,,,
136,12,"Walk Backwards Crouched",120,,,
136,13,"Walk on Toes Crouched",120,,,
136,14,"Walk on Toes Crouched",120,,,
136,15,"Walk Backwards on Toes Crouched",120,,,
136,16,"Walk Backwards on Toes Crouched",120,,,
136,17,"Flamingo, lift legs high",120,,,
136,18,"Flamingo, lift legs high",120,,,
